0000000001,01
0000000100,10
0000001111,01
0000010001,10
0000101110,10
0000101111,10
0000110011,10
0000110101,10
0000111011,10
0000111101,10
0000111110,10
0001000011,01
0001001001,01
0001001100,01
0001001111,01
0001010110,01
0001011101,01
0001011110,01
0001100001,01
0001101000,01
0001101001,01
0001110111,10
0001111000,01
0010000011,01
0010000101,10
0010001011,01
0010010000,10
0010010110,10
0010011101,10
0010101000,01
0010101001,01
0010101011,01
0010110011,10
0010110101,10
0010110111,10
0010111000,01
0010111101,10
0011000001,01
0011000101,01
0011000110,10
0011001001,01
0011001010,01
0011001011,01
0011100110,10
0011101010,01
0011101100,10
0011110010,01
0011111000,01
0011111010,01
0100000000,01
0100001010,01
0100010100,01
0100010101,01
0100010111,01
0100011110,01
0100011111,01
0100100010,01
0100100011,01
0100100100,10
0100100101,01
0100101001,01
0100101011,01
0100101111,01
0100110001,01
0100110010,01
0100110011,01
0100110110,01
0100111011,01
0100111101,01
0100111111,01
0101000010,01
0101000011,01
0101000101,01
0101001000,01
0101001010,01
0101100000,01
0101100001,01
0101100011,01
0101101101,01
0101110010,01
0101110011,01
0101110111,01
0101111110,01
0110000000,01
0110000111,01
0110001011,01
0110001100,01
0110001111,01
0110010010,01
0110011100,01
0110100001,01
0110100010,01
0110100101,01
0110100111,01
0110110011,01
0110110101,01
0110111010,01
0111000011,01
0111000100,01
0111001110,01
0111011011,01
0111100000,01
0111100011,01
0111100110,01
0111101010,01
0111110100,01
0111111011,01
1000000010,01
1000010100,10
1000011001,01
1000101011,01
1000110001,01
1000110101,10
1000110110,10
1000111100,10
1001000111,01
1001001111,01
1001010001,01
1001100010,01
1001100101,01
1001100110,01
1001101111,01
1001111000,01
1010010001,01
1010010101,10
1010010110,10
1010100001,01
1010100010,10
1010100011,01
1010110000,10
1010110011,01
1010110111,10
1010111110,10
1011000000,01
1011000010,01
1011000011,01
1011001010,01
1011001111,01
1011011011,01
1011011110,01
1011011111,01
1011100010,01
1011100101,01
1011110110,10
1011110111,10
1011111000,01
1100000011,01
1100000101,01
1100000110,01
1100001000,01
1100010001,01
1100100000,01
1100100010,01
1100101010,01
1100101100,01
1100111000,01
1100111010,01
1100111011,01
1100111110,01
1100111111,01
1101000001,01
1101000010,01
1101001010,01
1101011100,01
1101101000,01
1101101010,01
1101101100,01
1101101111,01
1101110101,01
1101110110,01
1101111010,01
1101111110,01
1101111111,01
1110000110,01
1110001011,01
1110010000,01
1110011000,01
1110011010,01
1110011011,01
1110100000,01
1110100101,01
1110100110,01
1110101000,01
1110110001,01
1110110011,01
1110111101,01
1111000000,01
1111001001,01
1111001100,01
1111001110,01
1111010000,01
1111010001,01
1111010011,01
1111011001,01
1111100001,01
1111100101,01
1111101001,01
1111101100,01
1111101101,01
1111110000,01
1111110100,01
1111110111,01
1111111010,01
1111111100,01
1111111111,01
